code,city,name,country
woo,woodchopper,woodchopper,"usa, ak"
wor,ankorefo,moramba,madagascar
wot,wonan,wonan,taiwan
wow,willow,willow,"usa, ak"
wpa,puerto aisen,puerto aisen,chile
wpb,port berge,port berge,madagascar
wpc,pincher creek,pincher creek,canada
wpk,wrotham park,wrotham park,australia
wpl,powell lake,powell lake,canada
wpm,wipim,wipim,papua new guinea
wpo,paonia,north fork valley,"usa, co"
wpr,porvenir,porvenir,chile
wpu,puerto williams,puerto williams,chile
wra,warder,warder,ethiopia
wrb,macon,robins afb,"usa, ga"
wre,whangarei,whangarei,new zealand
wrg,wrangell,wrangell spb,"usa, ak"
wrh,wrench creek,wrench creek,"usa, ak"
wri,fort dix,mc guire afb,"usa, nj"
wrl,worland,worland,"usa, wy"
wro,wroclaw,strachowice,poland
wrw,warrawagine,warrawagine,australia
wry,westray,westray,united kingdom
wsa,wasua,wasua,papua new guinea
wsb,steamboat bay,spb,"usa, ak"
wsd,white sands,condron aaf,"usa, nm"
wsf,sarichef,sarichef,"usa, ak"
wsg,washington,county,"usa, pa"
wsh,shirley,brookhaven,"usa, ny"
wsj,san juan,san juan spb,"usa, ak"
wsm,wiseman,wiseman,"usa, ak"
wsn,south naknek,south naknek,"usa, ak"
wso,washabo,washabo,suriname
wsp,waspam,waspam,nicaragua
wsr,wasior,wasior,indonesia
wst,westerly,westerly state,"usa, ri"
wsu,wasu,wasu,papua new guinea
wsx,westsound,westsound,"usa, wa"
wsy,airlie beach,whitsunday airstrip,australia
wsz,westport,westport,new zealand
wta,tambohorano,tambohorano,madagascar
wtc,new york,world trade center,"usa, ny"
wtd,west end,west end,bahamas
wte,wotje island,wotje island,marshall islands
wtk,noatak,noatak,"usa, ak"
wtl,tuntutuliak,tuntutuliak,"usa, ak"
wtn,waddington,raf station,united kingdom
wto,wotho island,wotho island,marshall islands
wtp,woitape,woitape,papua new guinea
wtr,white river,white river,"usa, az"
wts,tsiroanomandidy,tsiroanomandidy,madagascar
wtt,wantoat,wantoat,papua new guinea
wtz,whitianga,whitianga,new zealand
wud,wudinna,wudinna,australia
wug,wau,wau,papua new guinea
wuh,wuhan,wuhan,pr china
wum,wasum,wasum,papua new guinea
wun,wiluna,wiluna,australia
wus,wuyishan,wuyishan,pr china
wuu,wau,wau,sudan
wuv,wuvulu is,wuvulu is,papua new guinea
wux,wuxi,wuxi,pr china
wuz,wuzhou,changzhoudao,pr china
wvb,walvis bay,rooikop,namibia
wvi,watsonville,watsonville,"usa, ca"
wvk,manakara,manakara,madagascar
wvl,waterville,robert lafleur,"usa, me"
wvn,wilhelmshaven,wilhelmshaven,germany
wwa,wasilla,wasilla,"usa, ak"
wwd,wildwood,cape may county,"usa, nj"
wwi,woodie woodie,woodie woodie,australia
wwk,wewak,boram,papua new guinea
wwp,whale pass,whale pass,"usa, ak"
wwr,woodward,west woodward,"usa, ok"
wws,wildwood,usaf heliport,"usa, ak"
wwt,newtok,newtok,"usa, ak"
wwy,west wyalong,west wyalong,australia
wxf,braintree,wether fld raf,united kingdom
wxn,wanxian,wanxian,pr china
wya,whyalla,whyalla,australia
wyb,yes bay,spb,"usa, ak"
wye,yengema,yengema,sierra leone
wyn,wyndham,wyndham,australia
wys,west yellowstone,yellowstone,"usa, mt"
wzy,nassau,seaplane base,bahamas
xal,alamos,alamos,mexico
xap,chapeco,chapeco,brazil
xar,aribinda,aribinda,burkina faso
xau,saul,saul,french guiana
xay,xayabury,xayabury,lao pdr
xbb,blubber bay,blubber bay,canada
xbe,bearskin lake,bearskin lake,canada
xbg,bogande,bogande,burkina faso
xbj,birjand,birjand,iran
xbl,buno bedelle,buno bedelle,ethiopia
xbn,biniguni,biniguni,papua new guinea
xbo,boulsa,boulsa,burkina faso
xbr,brockville,brockville,canada
xbw,killineq,killineq,canada
xch,christmas island,christmas island,christmas island
xcl,cluff lake,cluff lake,canada
xcm,chatham,chatham,canada
xcn,coron,coron,philippines
xco,colac,colac,australia
xcr,vatry,paris vatry airport,france
xde,diebougou,diebougou,burkina faso
xdj,djibo,djibo,burkina faso
xen,xingcheng,xingcheng,pr china
xes,lake geneva,municipal,"usa, wi"
xex,paris,aerogare des invalides,france
xfn,xiangfan,xiangfan,pr china
xfw,finkenwerder,finkenwerder,germany
xfz,quebec,charny,canada
xga,gaoua,gaoua,burkina faso
xgg,gorom-gorom,gorom-gorom,burkina faso
xgn,xangongo,xangongo,angola
xgr,kangiqsualujjuaq,kangiqsualujjuaq,canada
xic,xichang,xichang,pr china
xie,xienglom,xienglom,lao pdr
xig,xinguara,municipal,brazil
xil,xilinhot,xilinhot,pr china
xin,xingning,xingning,pr china
xiy,xi an,xianyang,pr china
xka,kantchari,kantchari,burkina faso
xkh,xieng khouang,xieng khouang,lao pdr
xko,kemano,kemano,canada
xks,kasabonika,kasabonika,canada
xkt,kennedy town,off-line point,"hong kong, pr china"
xky,kaya,kaya,burkina faso
xlb,lac brochet,lac brochet,canada
xlf,leaf bay,leaf bay,canada
xlo,long xuyen,long xuyen,viet nam
xls,st louis,st louis,senegal
xlu,leo,leo,burkina faso
xlw,lemwerder,lemwerder,germany
xma,maramag,maramag,philippines
xmb,m'bahiakro,m'bahiakro,cote d'ivoire
xmc,mallacoota,mallacoota,australia
xmd,madison,madison,"usa, sd"
xmg,mahendranagar,mahendranagar,nepal
xmh,manihi,manihi,french polynesia
xmi,masasi,masasi,tanzania
xml,minlaton,minlaton,australia
xmn,xiamen,xiamen,pr china
xmp,macmillan pass,macmillan pass,canada
xms,macas,macas,ecuador
xmy,yam island,yam island,australia
xna,fayetteville,northwest arkansas rgn,"usa, ar"
xng,quang ngai,quang ngai,viet nam
xnn,xining,xining,pr china
xnt,xingtai,xingtai,pr china
xnu,nouna,nouna,burkina faso
xpa,pama,pama,burkina faso
xpk,pukatawagan,pukatawagan,canada
xpl,comayagua,palmerola air base,honduras
xpp,poplar river,poplar river,canada
xpr,pine ridge,pine ridge,"usa, sd"
xpu,west kuparuk,west kuparuk,"usa, ak"
xqp,quepos,quepos,costa rica
xqu,qualicum,qualicum,canada
xrr,ross river,ross river,canada
xry,jerez de la frontera,la parra,spain
xsa,sinoe,afc,liberia
xsc,south caicos,international,turks and caicos islands
xsd,tonopah,test range,"usa, nv"
xse,sebba,sebba,burkina faso
xsi,south indian lake,south indian lake,canada
xsm,st marys,st marys,"usa, md"
xso,siocon,siocon,philippines
xsp,singapore,seletar,singapore
xtg,thargomindah,thargomindah,australia
xtl,tadoule lake,tadoule lake,canada
xto,taroom,taroom,australia
xtr,tara,tara,australia
xtt,paris,etoile,france
xuz,xuzhou,xuzhou,pr china
xvl,vinh long,vinh long,viet nam
xwp,hassleholm,hassleholm,sweden
xwq,enkoping,enkoping,sweden
xwz,nykoping,nykoping,sweden
xxa,alvesta,alvesta,sweden
xxk,katrineholm,katrineholm,sweden
xxu,hedemora,hedemora,sweden
xya,yandina,yandina,solomon islands
xye,ye,ye,myanmar
xyi,flen,flen,sweden
xyo,karlshamn,karlshamn,sweden
xyp,avesta krylbo,avesta krylbo,sweden
xyr,yellow river,yellow river,papua new guinea
xyt,toulouse,montaudran,france
xyu,solvesborg,solvesborg,sweden
xyx,sala,sala,sweden
xza,zabre,zabre,burkina faso
yaa,anahim lake,anahim lake,canada
yab,arctic bay,arctic bay,canada
yac,cat lake,cat lake,canada
yad,moose lake,moose lake,canada
yae,alta lake,alta lake,canada
yaf,asbestos hill,asbestos hill,canada
yag,fort frances,municipal,canada
yah,lagrande 4,lagrande 4,canada
yai,chillan,chillan,chile
yaj,lyall harbour,lyall harbour,canada
yak,yakutat,yakutat,"usa, ak"
yal,alert bay,alert bay,canada
yam,sault ste marie,sault ste marie,canada
yan,yangambi,yangambi,congo (drc)
yao,yaounde,yaounde airport,cameroon
yap,yap,yap,micronesia
yaq,maple bay,maple bay,canada
yar,lagrande 3,lagrande 3,canada
yas,yasawa island,yasawa island,fiji
yat,attawapiskat,attawapiskat,canada
yau,kattiniq/donaldson lak,kattiniq/donaldson lak,canada
yav,miners bay,miners bay,canada
yaw,halifax,shearwater,canada
yax,angling lake,angling lake,canada
yay,st anthony,st anthony,canada
yaz,tofino,tofino airport,canada
yba,banff,banff,canada
ybb,kugaaruk,kugaaruk,canada
ybc,baie comeau,baie comeau,canada
ybd,new westminster,new westminster,canada
ybe,uranium city,uranium city,canada
ybf,bamfield,bamfield,canada
ybg,bagotville,bagotville,canada
ybh,bull harbour,bull harbour,canada
ybi,black tickle,black tickle,canada
ybj,baie johan beetz,baie johan beetz,canada
ybk,baker lake,baker lake,canada
ybl,campbell river,campbell river,canada
ybm,bronson creek,bronson creek,canada
ybn,borden,borden,canada
ybo,bobquinn lake,bobquinn lake,canada
ybp,yibin,yibin,pr china
ybq,telegraph harbour,telegraph harbour,canada
ybr,brandon,brandon,canada
ybs,opapamiska lake,musselwhite,canada
ybt,brochet,brochet,canada
ybv,berens river,berens river,canada
ybw,bedwell harbor,bedwell harbor,canada
ybx,blanc sablon,blanc sablon,canada
yby,bonnyville,bonnyville,canada
ybz,toronto,downtown rail station,canada
yca,courtenay,courtenay,canada
ycb,cambridge bay,cambridge bay,canada
ycc,cornwall,regional,canada
ycd,nanaimo,nanaimo airport,canada
yce,centralia,centralia,canada
ycf,cortes bay,cortes bay,canada
ycg,castlegar,castlegar,canada
ych,miramichi,miramichi,canada
yci,caribou island,caribou island,canada
ycj,cape st james,cape st james,canada
yck,colville lake,colville lake,canada
ycl,charlo,charlo,canada
ycm,st catharines,st catharines,canada
ycn,cochrane,cochrane,canada
yco,kugluktuk/coppermine,kugluktuk,canada
ycp,co-op point,co-op point,canada
ycq,chetwynd,chetwynd,canada
ycr,cross lake,cross lake,canada
ycs,chesterfield inlet,chesterfield inlet,canada
yct,coronation,coronation,canada
ycv,cartierville,cartierville,canada
ycw,chilliwack,chilliwack,canada
ycx,gagetown,gagetown,canada
ycy,clyde river,clyde river,canada
ycz,fairmount springs,fairmount springs,canada
yda,dawson city,dawson city,canada
ydb,burwash landings,burwash landings,canada
ydc,drayton valley,industrial airport,canada
yde,paradise river,paradise river,canada
ydf,deer lake,deer lake,canada
ydg,digby,digby,canada
ydh,daniels harbour,daniels harbour,canada
ydi,davis inlet,davis inlet,canada
ydj,hatchet lake,hatchet lake,canada
ydk,main duck island,main duck island,canada
ydl,dease lake,dease lake,canada
ydn,dauphin,dauphin,canada
ydo,dolbeau,st methode,canada
ydp,nain,nain,canada
ydq,dawson creek,dawson creek,canada
ydr,broadview,broadview,canada
yds,desolation sound,desolation sound,canada
ydt,vancouver,boundary bay,canada
ydu,kasba lake,kasba lake,canada
ydv,bloodvein,bloodvein,canada
ydw,obre lake,obre lake,canada
ydx,doc creek,doc creek,canada
yea,edmonton,metropolitan area,canada
yec,yechon,yechon,south korea
yed,edmonton,namao fld,canada
yeg,edmonton,international,canada
yei,bursa,yenisehir,turkey
yek,arviat,arviat,canada
yel,elliot lake,elliot lake,canada
yem,manitowaning,east manitoulin,canada
yen,estevan,estevan,canada
yeo,yeovilton,yeovilton,united kingdom
yep,estevan point,estevan point,canada
yeq,yenkis,yenkis,papua new guinea
yer,fort severn,fort severn,canada
yet,edson,edson,canada
yeu,eureka,eureka,canada
yev,inuvik,inuvik/mike zubko,canada
yey,amos,amos,canada
yfa,fort albany,fort albany,canada
yfb,iqaluit,iqaluit,canada
yfc,fredericton,fredericton,canada
yfe,forestville,forestville,canada
yfg,fontanges,fontanges,canada
yfh,fort hope,fort hope,canada
yfj,snare lake,snare lake,canada
yfl,fort reliance,fort reliance,canada
yfo,flin flon,flin flon,canada
yfr,fort resolution,fort resolution,canada
yfs,fort simpson,fort simpson,canada
yfx,fox harbour,st lewis,canada
yga,gagnon,gagnon,canada
ygb,gillies bay,gillies bay,canada
ygc,grande cache,grande cache,canada
yge,gorge harbor,gorge harbor,canada
ygg,ganges harbor,ganges harbor,canada
ygh,fort good hope,fort good hope,canada
ygj,yonago,miho,japan
ygk,kingston,kingston,canada
ygl,la grande,la grande,canada
ygm,gimli,gimli,canada
ygn,greenway sound,greenway sound,canada
ygo,gods narrows,gods narrows,canada
ygp,gaspe,metropolitan area,canada
ygq,geraldton,geraldton,canada
ygr,iles de la madeleine,iles de la madeleine,canada
ygs,germansen,germansen,canada
ygt,igloolik,igloolik,canada
ygv,havre st pierre,havre st pierre,canada
ygw,kuujjuarapik,kuujjuarapik,canada
ygx,gillam,gillam,canada
ygy,deception,deception,canada
ygz,grise fiord,grise fiord,canada
yha,port hope simpson,port hope simpson,canada
yhb,hudson bay,hudson bay,canada
yhc,hakai pass,hakai pass,canada
yhd,dryden,municipal,canada
yhe,hope,hope,canada
yhf,hearst,hearst,canada
yhg,charlottetown,charlottetown,canada
yhi,holman,holman,canada
yhk,gjoa haven,gjoa haven,canada
yhm,hamilton,hamilton,canada
yhn,hornepayne,hornepayne,canada
yho,hopedale,hopedale,canada
yhp,poplar hill,poplar hill,canada
yhr,chevery,chevery,canada
yhs,sechelt,sechelt,canada
yht,haines junction,haines junction,canada
yhu,montreal,st hubert,canada
yhy,hay river,hay river,canada
yhz,halifax,halifax international,canada
yib,atikokan,atikokan,canada
yif,pakuashipi,pakuashipi,canada
yig,big bay marina,big bay marina,canada
yih,yichang,yichang,pr china
yik,ivujivik,ivujivik,canada
yin,yining,yining,pr china
yio,pond inlet,pond inlet,canada
yip,"detroit, mi",willow run,"usa,"
yiv,island lake /garden hill,island lake airport,canada
yiw,yiwu,yiwu,pr china
yja,jasper,metropolitan area,canada
yjf,fort liard,fort liard,canada
yjn,st jean,st jean,canada
yjo,johnny mountain,johnny mountain,canada
yjp,jasper-hinton,jasper-hinton,canada
yjt,stephenville,stephenville,canada
yka,kamloops,kamloops,canada
ykc,collins bay,collins bay,canada
ykd,kincardine,township airport,canada
yke,knee lake,knee lake,canada
ykf,kitchener,kitchener-waterloo reg,canada
ykg,kangirsuk,kangirsuk,canada
yki,kennosao lake,kennosao lake,canada
ykj,key lake,key lake,canada
ykk,kitkatla,kitkatla,canada
ykl,schefferville,schefferville,canada
ykm,yakima,yakima air terminal,"usa, wa"
ykn,yankton,chan gurney,"usa, sd"
ykq,waskaganish,waskaganish,canada
yks,yakutsk,yakutsk,russia
ykt,klemtu,klemtu,canada
yku,chisasibi,chisasibi,canada
ykx,kirkland lake,kirkland lake,canada
yky,kindersley,kindersley,canada
ykz,toronto,buttonville,canada
yla,langara,langara,canada
ylb,lac biche,lac biche,canada
ylc,kimmirut/lake harbour,kimmirut,canada
yld,chapleau,chapleau,canada
yle,wha ti/lac la martre,wha ti,canada
ylf,laforges,laforges,canada
ylg,yalgoo,yalgoo,australia
ylh,lansdowne house,lansdowne house,canada
yli,ylivieska,ylivieska,finland
ylj,meadow lake,meadow lake,canada
yll,lloydminster,lloydminster,canada
ylm,clinton creek,clinton creek,canada
yln,yilan,yilan,pr china
ylo,shilo,shilo,canada
ylp,mingan,mingan,canada
ylq,la tuque,la tuque,canada
ylr,leaf rapids,leaf rapids,canada
yls,lebel-sur-quevillon,lebel-sur-quevillon,canada
ylt,alert,alert,canada
ylw,kelowna,kelowna,canada
ylx,long point,long point,canada
yma,mayo,mayo,canada
ymb,merritt,merritt,canada
ymc,maricourt airstrip,maricourt airstrip,canada
ymd,mould bay,mould bay,canada
yme,matane,matane,canada
ymf,montagne harbor,montagne harbor,canada
ymg,manitouwadge,manitouwadge,canada
ymh,mary's harbour,mary's harbour,canada
ymi,minaki,minaki,canada
ymj,moose jaw,moose jaw,canada
yml,murray bay,charlevoix,canada
ymm,fort mcmurray,fort mcmurray,canada
ymn,makkovik,makkovik,canada
ymo,moosonee,moosonee,canada
ymp,port mcneil,port mcneil,canada
ymq,montreal,metropolitan area,canada
ymr,merry island,merry island,canada
yms,yurimaguas,yurimaguas,peru
ymt,chibougamau,chibougamau,canada
ymw,maniwaki,maniwaki,canada
ymx,montreal,mirabel,canada
ymy,montreal,downtown rail station,canada
yna,natashquan,natashquan,canada
ynb,yanbu,yanbu,saudi arabia
ync,wemindji,wemindji,canada
ynd,ottawa,gatineau,canada
yne,norway house,norway house,canada
ynf,corner brook,deer lake/stephenville,canada
yng,youngstown,youngstown,"usa, oh"
ynh,hudson's hope,hudson hope,canada
yni,nitchequon,nitchequon,canada
ynj,yanji,yanji,pr china
ynk,nootka sound,nootka sound,canada
ynl,points north landing,points north landing,canada
ynm,matagami,matagami,canada
ynn,yandicoogina,yandi,australia
yno,north spirit lake,north spirit lake,canada
ynr,arnes,arnes,canada
yns,nemiscau,nemiscau,canada
ynt,yantai,laishan,pr china
ynz,yancheng,yancheng,pr china
yoa,ekati,ekati,canada
yoc,old crow,old crow,canada
yod,cold lake,cold lake,canada
yoe,falher,falher,canada
yog,ogoki,ogoki,canada
yoh,oxford house,oxford house,canada
yoj,high level,footner lake,canada
yok,yokohama,yokohama,japan
yol,yola,yola,nigeria
yoo,oshawa,oshawa,canada
yop,rainbow lake,rainbow lake,canada
yos,owen sound,billy bishop regional,canada
yot,yotvata,yotvata,israel
yow,ottawa,international,canada
yoy,valcartier,valcartier,canada
ypa,prince albert,prince albert,canada
ypb,port alberni,port alberni,canada
ypc,paulatuk,paulatuk,canada
ypd,parry sound,parry sound,canada
ype,peace river,peace river,canada
ypf,esquimalt,esquimalt,canada
ypg,portage la prairie,portage la prairie,canada
yph,inukjuak,inukjuak,canada
ypi,port simpson,port simpson,canada
ypj,aupaluk,aupaluk,canada
ypl,pickle lake,pickle lake,canada
ypm,pikangikum,pikangikum,canada
ypn,port menier,port menier,canada
ypo,peawanuck,peawanuck,canada
ypp,pine point,pine point,canada
ypq,peterborough,peterborough,canada
ypr,prince rupert,digby island,canada
yps,port hawkesbury,port hawkesbury,canada
ypt,pender harbor,pender harbor,canada
ypw,powell river,powell river,canada
ypx,povungnituk,puvirnituq,canada
ypy,fort chipewyan,fort chipewyan,canada
ypz,burns lake,burns lake,canada
yqa,muskoka,muskoka,canada
yqb,quebec,quebec,canada
yqc,quaqtaq,quaqtaq,canada
yqd,the pas,the pas,canada
yqe,kimberley,kimberley,canada
yqf,red deer,red deer,canada
yqg,windsor,windsor,canada
yqh,watson lake,watson lake,canada
yqi,yarmouth,yarmouth,canada
yqk,kenora,kenora,canada
yql,lethbridge,lethbridge,canada
yqm,moncton,metropolitan area,canada
yqn,nakina,nakina,canada
yqq,comox,comox,canada
yqr,regina,regina,canada
yqs,st thomas,pembroke area mncpl,canada
yqt,thunder bay,thunder bay,canada
yqu,grande prairie,grande prairie,canada
yqv,yorkton,yorkton,canada
yqw,north battleford,north battleford,canada
yqx,gander,gander,canada
yqy,sydney,sydney,canada
yqz,quesnel,quesnel,canada
yra,rae lakes,rae lakes,canada
yrb,resolute,resolute,canada
yrd,dean river,dean river,canada
yre,resolution island,resolution island,canada
yrf,cartwright,cartwright,canada
yrg,rigolet,rigolet,canada
yri,riviere du loup,riviere du loup,canada
yrj,roberval,roberval,canada
yrl,red lake,red lake,canada
yrm,rocky mountain house,rocky mountain house,canada
yrn,rivers inlet,rivers inlet,canada
yro,ottawa,rockcliffe,canada
yrq,trois-rivieres,trois-rivieres,canada
yrr,stuart island,stuart island,canada
yrs,red sucker lake,red sucker lake,canada
yrt,rankin inlet,rankin inlet,canada
yrv,revelstoke,revelstoke,canada
ysa,sable island,sable island,canada
ysb,sudbury,sudbury,canada
ysc,sherbrooke,sherbrooke,canada
ysd,suffield,suffield,canada
yse,squamish,squamish,canada
ysf,stony rapids,stony rapids,canada
ysg,lutselke/snowdrift,lutselke,canada
ysh,smith falls,smith falls,canada
ysi,sans souci,sans souci,canada
ysj,saint john,saint john,canada
ysk,sanikiluaq,sanikiluaq,canada
ysl,st leonard,edmunston,canada
ysm,fort smith,fort smith,canada
ysn,salmon arm,salmon arm,canada
yso,postville,postville,canada
ysp,marathon,marathon,canada
ysq,spring island,spring island,canada
ysr,nanisivik,nanisivik,canada
yss,slate island,slate island,canada
yst,ste therese point,ste therese point,canada
ysu,summerside,summerside,canada
ysv,saglek,saglek,canada
ysx,shearwater,shearwater,canada
ysy,sachs harbour,sachs harbour,canada
ysz,squirrel cove,squirrel cove,canada
yta,pembroke,pembroke and area airport,canada
ytb,hartley bay,hartley bay,canada
ytc,sturdee,sturdee,canada
ytd,thicket portage,thicket portage,canada
yte,cape dorset,cape dorset,canada
ytf,alma,alma,canada
ytg,sullivan bay,sullivan bay,canada
yth,thompson,thompson,canada
yti,triple island,triple island,canada
ytj,terrace bay,terrace bay,canada
ytk,tulugak,tulugak,canada
ytl,big trout,big trout,canada
ytn,riviere au tonnerre,riviere au tonnerre,canada
yto,guildwood,toronto,canada
yto2,toronto,metropolitan area,canada
ytp,tofino,seaplane base,canada
ytq,tasiujuaq,tasiujuaq,canada
ytr,trenton,trenton,canada
yts,timmins,timmins,canada
ytt,tisdale,tisdale,canada
ytu,tasu,tasu,canada
ytx,telegraph creek,telegraph creek,canada
ytz,toronto,toronto island,canada
yua,yuanmou,yuanmou,pr china
yub,tuktoyaktuk,tuktoyaktuk,canada
yud,umiujaq,umiujaq,canada
yue,yuendumu,yuendumu,australia
yul,montreal,dorval,canada
yum,yuma,international,"usa, az"
yut,repulse bay,repulse bay,canada
yux,hall beach,hall beach,canada
yuy,rouyn,rouyn,canada
yva,moroni,iconi,comoros
yvb,bonaventure,bonaventure,canada
yvc,la ronge,la ronge,canada
yvd,yeva,yeva,papua new guinea
yve,vernon,vernon,canada
yvg,vermilion,vermilion,canada
yvm,qikiqtarjuaq,qikiqtarjuaq,canada
yvo,val d'or,val d'or,canada
yvp,kuujjuaq,kuujjuaq,canada
yvq,norman wells,norman wells,canada
yvr,vancouver,vancouver international,canada
yvt,buffalo narrows,buffalo narrows,canada
yvv,wiarton,wiarton,canada
yvz,deer lake,deer lake,canada
ywa,petawawa,petawawa,canada
ywb,kangiqsujuaq,kangiqsujuaq,canada
ywf,halifax,dwtown waterfront h/p,canada
